name,name_for_emails,site,subtypes,category,type,phone,full_address,state,latitude,longitude,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,range,posts,logo,description,reservation_links,booking_appointment_link,menu_link,order_links,location_link,location_reviews_link,place_id,google_id,cid,reviews_id
The Golf Gym,The Golf Gym,http://thegolfgympdx.com/,"Golf instructor, Fitness center",Fitness center,Golf instructor,+1 831-521-1927,"4943 NE Martin Luther King Jr Blvd, Portland, OR 97211",Oregon,45.5589624,-122.6618143,5,45,"https://search.google.com/local/reviews?placeid=ChIJZTZkeT-nlVQRYcEfU_PF_qs&q=indoor+golf+course,+97240,+Portland,+OR,+US&authuser=0&hl=en&gl=US",,,0,0,0,0,45,21,https://lh5.googleusercontent.com/p/AF1QipM4IXdBz2AZz7EHENxuiArto7mR5O-rh5pCEBYZ=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM4IXdBz2AZz7EHENxuiArto7mR5O-rh5pCEBYZ=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""6AM-7PM"", ""Tuesday"": ""6AM-7PM"", ""Wednesday"": ""6AM-7PM"", ""Thursday"": ""6AM-7PM"", ""Friday"": ""6AM-3PM"", ""Saturday"": ""10AM-12PM""}",Sunday:Closed|Monday:6AM-7PM|Tuesday:6AM-7PM|Wednesday:6AM-7PM|Thursday:6AM-7PM|Friday:6AM-3PM|Saturday:10AM-12PM,,,,https://lh6.googleusercontent.com/-gOKxaPm7rl4/AAAAAAAAAAI/AAAAAAAAAAA/qMa_s0OsEbA/s44-p-k-no-ns-nd/photo.jpg,,,https://thegolfgympdx.com/golf-fitness-programs-1,,https://thegolfgympdx.com/golf-fitness-programs-1,"https://www.google.com/maps/place/The+Golf+Gym/@45.5589624,-122.66181429999999,14z/data=!4m8!1m2!2m1!1sThe+Golf+Gym!3m4!1s0x5495a73f79643665:0xabfec5f3531fc161!8m2!3d45.5589624!4d-122.66181429999999","https://www.google.com/maps/place/The+Golf+Gym/@45.5589624,-122.66181429999999,13.99z/data=!4m16!1m7!3m6!1s0x5495a73f79643665:0xabfec5f3531fc161!2sThe+Golf+Gym!8m2!3d45.5589624!4d-122.66181429999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x5495a73f79643665:0xabfec5f3531fc161!8m2!3d45.5589624!4d-122.66181429999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJZTZkeT-nlVQRYcEfU_PF_qs,0x5495a73f79643665:0xabfec5f3531fc161,12393560873432498529,-6053183200277053087
Golf On Tap,Golf On Tap,http://golfontappdx.com/,Indoor golf course,Indoor golf course,Indoor golf course,+1 503-477-7760,"3739 S Bond Ave, Portland, OR 97239",Oregon,45.4959855,-122.6709916,4,4,"https://search.google.com/local/reviews?placeid=ChIJQww_mY8LlVQRgrkKNYGFTG0&q=indoor+golf+course,+97240,+Portland,+OR,+US&authuser=0&hl=en&gl=US",,,1,0,0,0,3,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8yvXZ8znBbYU6sLR3wZYPw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=307.37427&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8yvXZ8znBbYU6sLR3wZYPw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=307.37427&pitch=0&thumbfov=100,,"{""Sunday"": ""11AM-9PM"", ""Monday"": ""11AM-10PM"", ""Tuesday"": ""11AM-10PM"", ""Wednesday"": ""11AM-10PM"", ""Thursday"": ""11AM-10PM"", ""Friday"": ""11AM-10PM"", ""Saturday"": ""11AM-10PM""}",Sunday:11AM-9PM|Monday:11AM-10PM|Tuesday:11AM-10PM|Wednesday:11AM-10PM|Thursday:11AM-10PM|Friday:11AM-10PM|Saturday:11AM-10PM,,,,https://lh3.googleusercontent.com/-hGAczmxbrwQ/AAAAAAAAAAI/AAAAAAAAAAA/aToedeLFZMk/s44-p-k-no-ns-nd/photo.jpg,,,,,,"https://www.google.com/maps/place/Golf+On+Tap/@45.495985499999996,-122.6709916,14z/data=!4m8!1m2!2m1!1sGolf+On+Tap!3m4!1s0x54950b8f993f0c43:0x6d4c8581350ab982!8m2!3d45.495985499999996!4d-122.6709916","https://www.google.com/maps/place/Golf+On+Tap/@45.495985499999996,-122.6709916,13.99z/data=!4m16!1m7!3m6!1s0x54950b8f993f0c43:0x6d4c8581350ab982!2sGolf+On+Tap!8m2!3d45.495985499999996!4d-122.6709916!16s%2Fg%2F11ckvg1dmb!3m7!1s0x54950b8f993f0c43:0x6d4c8581350ab982!8m2!3d45.495985499999996!4d-122.6709916!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJQww_mY8LlVQRgrkKNYGFTG0,0x54950b8f993f0c43:0x6d4c8581350ab982,7875816638351325570,7875816638351325570
Birdie Time Pub and Mini Golf,Birdie Time Pub And Mini Golf,https://birdietimepub.com/,"Miniature golf course, Event venue, Golf club, Bar, Pub, Sports bar",bars,Miniature golf course,+1 971-346-2034,"925 SE Main St, Portland, OR 97214",Oregon,45.5138053,-122.6563644,4.6,838,"https://search.google.com/local/reviews?placeid=ChIJ-UjWPVGhlVQR9cFrZNKSdHs&q=indoor+golf+course,+97240,+Portland,+OR,+US&authuser=0&hl=en&gl=US",,,12,13,38,169,606,645,https://lh5.googleusercontent.com/p/AF1QipNFFruzYsxks8iD5JTYh4pakxi6TKJ4ZD-LnBGQ=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNFFruzYsxks8iD5JTYh4pakxi6TKJ4ZD-LnBGQ=w1600-h1000-k-no,,"{""Sunday"": ""12-10PM"", ""Monday"": ""12-10PM"", ""Tuesday"": ""12-10PM"", ""Wednesday"": ""12-10PM"", ""Thursday"": ""12-11PM"", ""Friday"": ""12PM-12AM"", ""Saturday"": ""12PM-12AM""}",Sunday:12-10PM|Monday:12-10PM|Tuesday:12-10PM|Wednesday:12-10PM|Thursday:12-11PM|Friday:12PM-12AM|Saturday:12PM-12AM,,$,,https://lh5.googleusercontent.com/-e8RyrUjFB8s/AAAAAAAAAAI/AAAAAAAAAAA/qaU90s2tYHc/s44-p-k-no-ns-nd/photo.jpg,"Lively spot offering craft beer & pub grub, plus big screen sports & a 9-hole mini golf course.",https://birdietimepub.com/packages/,https://birdietimepub.com/packages/,,https://birdietimepub.com/packages/,"https://www.google.com/maps/place/Birdie+Time+Pub+and+Mini+Golf/@45.5138053,-122.6563644,14z/data=!4m8!1m2!2m1!1sBirdie+Time+Pub+and+Mini+Golf!3m4!1s0x5495a1513dd648f9:0x7b7492d2646bc1f5!8m2!3d45.5138053!4d-122.6563644","https://www.google.com/maps/place/Birdie+Time+Pub+and+Mini+Golf/@45.5138053,-122.6563644,13.99z/data=!4m16!1m7!3m6!1s0x5495a1513dd648f9:0x7b7492d2646bc1f5!2sBirdie+Time+Pub+and+Mini+Golf!8m2!3d45.5138053!4d-122.6563644!16s%2Fg%2F11ckvg1dmb!3m7!1s0x5495a1513dd648f9:0x7b7492d2646bc1f5!8m2!3d45.5138053!4d-122.6563644!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ-UjWPVGhlVQR9cFrZNKSdHs,0x5495a1513dd648f9:0x7b7492d2646bc1f5,8895896596289143285,8895896596289143285
SPARC Golf,Sparc Golf,https://sparcgolf.com/,Golf instructor,Golf instructor,Golf instructor,+1 503-419-8449,"4235 NW 192nd Ave, Portland, OR 97229",Oregon,45.5501426,-122.8753682,5,9,"https://search.google.com/local/reviews?placeid=ChIJke9RjEkFlVQRe04ZMHpNUZM&q=indoor+golf+course,+97054,+Deer+Island,+OR,+US&authuser=0&hl=en&gl=US",,,0,0,0,0,9,28,https://lh5.googleusercontent.com/p/AF1QipMllU3a6GBIVjMp6yCHCfmo3u6-jfUqrnj9yUpr=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMllU3a6GBIVjMp6yCHCfmo3u6-jfUqrnj9yUpr=w1600-h1000-k-no,,,,,,,https://lh6.googleusercontent.com/-nepDZ-huuyc/AAAAAAAAAAI/AAAAAAAAAAA/hiTxZUt9uNQ/s44-p-k-no-ns-nd/photo.jpg,,,,,,"https://www.google.com/maps/place/SPARC+Golf/@45.5501426,-122.8753682,14z/data=!4m8!1m2!2m1!1sSPARC+Golf!3m4!1s0x549505498c51ef91:0x93514d7a30194e7b!8m2!3d45.5501426!4d-122.8753682","https://www.google.com/maps/place/SPARC+Golf/@45.5501426,-122.8753682,13.99z/data=!4m16!1m7!3m6!1s0x549505498c51ef91:0x93514d7a30194e7b!2sSPARC+Golf!8m2!3d45.5501426!4d-122.8753682!16s%2Fg%2F11ckvg1dmb!3m7!1s0x549505498c51ef91:0x93514d7a30194e7b!8m2!3d45.5501426!4d-122.8753682!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJke9RjEkFlVQRe04ZMHpNUZM,0x549505498c51ef91:0x93514d7a30194e7b,10615350983877283451,-7831393089832268165
Precision Golf Studio,Precision Golf Studio,https://www.precisiongolfstudio.com/?utm_source=google,Indoor golf course,Indoor golf course,Indoor golf course,+1 541-525-9146,"401 2nd Ave Suite 101, Albany, OR 97321",Oregon,44.6362897,-123.108713,5,38,"https://search.google.com/local/reviews?placeid=ChIJkYnB67ttwFQRUlAQUBLZCUk&q=indoor+golf+course,+97054,+Deer+Island,+OR,+US&authuser=0&hl=en&gl=US",,,0,0,0,0,38,18,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_T08VKVwkJ-v7wy48dVF3Mce_9fl8vYLPKJq8S5PY5UK1d3h1k5wq4oKrEPWcuV4DeaWrzAnkaL2fdqPKzmvYR99xPt_h9IsrEkF1ISzIWkXLaqUJmlsLSQnmUmXwYdBeYLDJgJw=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_T08VKVwkJ-v7wy48dVF3Mce_9fl8vYLPKJq8S5PY5UK1d3h1k5wq4oKrEPWcuV4DeaWrzAnkaL2fdqPKzmvYR99xPt_h9IsrEkF1ISzIWkXLaqUJmlsLSQnmUmXwYdBeYLDJgJw=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,,https://lh4.googleusercontent.com/-jGXAGXykkdI/AAAAAAAAAAI/AAAAAAAAAAA/-SMOcT8CaZs/s44-p-k-no-ns-nd/photo.jpg,,,,,,"https://www.google.com/maps/place/Precision+Golf+Studio/@44.6362897,-123.108713,14z/data=!4m8!1m2!2m1!1sPrecision+Golf+Studio!3m4!1s0x54c06dbbebc18991:0x4909d91250105052!8m2!3d44.6362897!4d-123.108713","https://www.google.com/maps/place/Precision+Golf+Studio/@44.6362897,-123.108713,13.99z/data=!4m16!1m7!3m6!1s0x54c06dbbebc18991:0x4909d91250105052!2sPrecision+Golf+Studio!8m2!3d44.6362897!4d-123.108713!16s%2Fg%2F11ckvg1dmb!3m7!1s0x54c06dbbebc18991:0x4909d91250105052!8m2!3d44.6362897!4d-123.108713!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJkYnB67ttwFQRUlAQUBLZCUk,0x54c06dbbebc18991:0x4909d91250105052,5262976312235020370,5262976312235020370
The Golf Farm,The Golf Farm,http://henningergolffarm.com/,"Golf instructor, Indoor golf course",Golf instructor,Golf instructor,,"20160 SW 112th Ave, Tualatin, OR 97062",Oregon,45.3742373,-122.791818,5,17,"https://search.google.com/local/reviews?placeid=ChIJk84e9AJtlVQRscNeF4L7qBo&q=indoor+golf+course,+97054,+Deer+Island,+OR,+US&authuser=0&hl=en&gl=US",,,0,0,0,0,17,10,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9oxnzxpq5opf4F63EuVdLOWoPVU2mfBEdi0SCmr6GXcTJFr7cEwbK2AMED5HaZhE63tK6-mCCbMUX-qfjMoxYV8VaE0jv55bpD5Mtwuxj5chGy_6ObDNLrFXLdn3X1UqodGjY=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9oxnzxpq5opf4F63EuVdLOWoPVU2mfBEdi0SCmr6GXcTJFr7cEwbK2AMED5HaZhE63tK6-mCCbMUX-qfjMoxYV8VaE0jv55bpD5Mtwuxj5chGy_6ObDNLrFXLdn3X1UqodGjY=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,,https://lh6.googleusercontent.com/-iw__G_Ab72E/AAAAAAAAAAI/AAAAAAAAAAA/OjDBPnrQRsY/s44-p-k-no-ns-nd/photo.jpg,,,,,,"https://www.google.com/maps/place/The+Golf+Farm/@45.3742373,-122.79181799999999,14z/data=!4m8!1m2!2m1!1sThe+Golf+Farm!3m4!1s0x54956d02f41ece93:0x1aa8fb82175ec3b1!8m2!3d45.3742373!4d-122.79181799999999","https://www.google.com/maps/place/The+Golf+Farm/@45.3742373,-122.79181799999999,13.99z/data=!4m16!1m7!3m6!1s0x54956d02f41ece93:0x1aa8fb82175ec3b1!2sThe+Golf+Farm!8m2!3d45.3742373!4d-122.79181799999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x54956d02f41ece93:0x1aa8fb82175ec3b1!8m2!3d45.3742373!4d-122.79181799999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJk84e9AJtlVQRscNeF4L7qBo,0x54956d02f41ece93:0x1aa8fb82175ec3b1,1921061777229923249,1921061777229923249
Birdie Juice Indoor Golf Company LLC,Birdie Juice Indoor Golf Company,https://www.birdiejuiceigc.com/,Sports club,Sports club,Sports club,+1 541-226-2335,"550 SW 6th St # G, Grants Pass, OR 97526",Oregon,42.4369478,-123.3295996,5,10,"https://search.google.com/local/reviews?placeid=ChIJF4IkIwB7xVQR79rTkykRziY&q=indoor+golf+course,+97875,+Stanfield,+OR,+US&authuser=0&hl=en&gl=US","beer, atmosphere, simulators, golfers, games, swing",,0,0,0,0,10,8,https://lh5.googleusercontent.com/p/AF1QipNI4nCnarPHVgDDIels3w4SEJ_L5Asw315NKA1y=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r1-f_N8e5HQquRiPZpXuaA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=69.30241&pitch=0&thumbfov=100,,"{""Sunday"": ""11AM-6PM"", ""Monday"": ""Closed"", ""Tuesday"": ""10AM-10PM"", ""Wednesday"": ""10AM-10PM"", ""Thursday"": ""10AM-10PM"", ""Friday"": ""10AM-12AM"", ""Saturday"": ""11AM-12AM""}",Sunday:11AM-6PM|Monday:Closed|Tuesday:10AM-10PM|Wednesday:10AM-10PM|Thursday:10AM-10PM|Friday:10AM-12AM|Saturday:11AM-12AM,,,,https://lh6.googleusercontent.com/-vITXuZh1SWg/AAAAAAAAAAI/AAAAAAAAAAA/SB4o1TRkhFo/s44-p-k-no-ns-nd/photo.jpg,"We are a family friendly, indoor golf simulator company. We cater to golf enthusiasts of all ages. Whether you are looking for a place to work on your short game or just looking for a place to hang out and enjoy a beer with friends, Birdie Juice has something for everyone.",,,,,"https://www.google.com/maps/place/Birdie+Juice+Indoor+Golf+Company+LLC/@42.4369478,-123.3295996,14z/data=!4m8!1m2!2m1!1sBirdie+Juice+Indoor+Golf+Company+LLC!3m4!1s0x54c57b0023248217:0x26ce112993d3daef!8m2!3d42.4369478!4d-123.3295996","https://www.google.com/maps/place/Birdie+Juice+Indoor+Golf+Company+LLC/@42.4369478,-123.3295996,13.99z/data=!4m16!1m7!3m6!1s0x54c57b0023248217:0x26ce112993d3daef!2sBirdie+Juice+Indoor+Golf+Company+LLC!8m2!3d42.4369478!4d-123.3295996!16s%2Fg%2F11ckvg1dmb!3m7!1s0x54c57b0023248217:0x26ce112993d3daef!8m2!3d42.4369478!4d-123.3295996!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJF4IkIwB7xVQR79rTkykRziY,0x54c57b0023248217:0x26ce112993d3daef,2796191288915122927,2796191288915122927
Pacific Pines Golf & Social Club,Pacific Pines Golf And Social Club,https://www.pacificpinesgolf.com/,Golf club,Golf club,Golf club,+1 503-536-3343,"3300 SW Hocken Ave #108, Beaverton, OR 97005",Oregon,45.4970338,-122.8119285,5,9,"https://search.google.com/local/reviews?placeid=ChIJAZYdECYPlVQRTBhNZGe-dB4&q=indoor+golf+course,+97022,+Eagle+Creek,+OR,+US&authuser=0&hl=en&gl=US",,,0,0,0,0,9,11,https://lh5.googleusercontent.com/p/AF1QipMRDur-i5aC8eRrPVmMNZzZLWsqZ9PiMH_D-VKb=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMRDur-i5aC8eRrPVmMNZzZLWsqZ9PiMH_D-VKb=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,,https://lh3.googleusercontent.com/-yDl3_ak1VYA/AAAAAAAAAAI/AAAAAAAAAAA/e8FlvGwnN04/s44-p-k-no-ns-nd/photo.jpg,,,https://www.pacificpinesgolf.com/schedule-a-demo,,https://www.pacificpinesgolf.com/schedule-a-demo,"https://www.google.com/maps/place/Pacific+Pines+Golf+%26+Social+Club/@45.4970338,-122.8119285,14z/data=!4m8!1m2!2m1!1sPacific+Pines+Golf+%26+Social+Club!3m4!1s0x54950f26101d9601:0x1e74be67644d184c!8m2!3d45.4970338!4d-122.8119285","https://www.google.com/maps/place/Pacific+Pines+Golf+%26+Social+Club/@45.4970338,-122.8119285,13.99z/data=!4m16!1m7!3m6!1s0x54950f26101d9601:0x1e74be67644d184c!2sPacific+Pines+Golf+%26+Social+Club!8m2!3d45.4970338!4d-122.8119285!16s%2Fg%2F11ckvg1dmb!3m7!1s0x54950f26101d9601:0x1e74be67644d184c!8m2!3d45.4970338!4d-122.8119285!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJAZYdECYPlVQRTBhNZGe-dB4,0x54950f26101d9601:0x1e74be67644d184c,2194588269709957196,2194588269709957196
Topgolf Hillsboro,Topgolf Hillsboro,https://topgolf.com/us/hillsboro/,"Restaurant, American restaurant, Event venue, Golf course, Golf driving range, Golf instructor, Sports bar",restaurants,Restaurant,+1 503-549-5197,"5505 NE Huffman St, Hillsboro, OR 97124",Oregon,45.5597817,-122.9240849,4.5,3455,"https://search.google.com/local/reviews?placeid=ChIJtY7HRqQFlVQRjUMcL1LFlk0&q=indoor+golf+course,+97123,+Hillsboro,+OR,+US&authuser=0&hl=en&gl=US",,,132,53,165,773,2332,2728,https://lh5.googleusercontent.com/p/AF1QipOthQKS1Y0MwsaX0x79cObm36mE7GfDOK8Sf9qM=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOthQKS1Y0MwsaX0x79cObm36mE7GfDOK8Sf9qM=w1600-h1000-k-no,,"{""Sunday"": ""9AM-12AM"", ""Monday"": ""9AM-12AM"", ""Tuesday"": ""9AM-12AM"", ""Wednesday"": ""9AM-12AM"", ""Thursday"": ""9AM-12AM"", ""Friday"": ""9AM-12AM"", ""Saturday"": ""9AM-12AM""}",Sunday:9AM-12AM|Monday:9AM-12AM|Tuesday:9AM-12AM|Wednesday:9AM-12AM|Thursday:9AM-12AM|Friday:9AM-12AM|Saturday:9AM-12AM,,$$,,https://lh3.googleusercontent.com/-N-ANU9SrShc/AAAAAAAAAAI/AAAAAAAAAAA/7AyilJkMz2U/s44-p-k-no-ns-nd/photo.jpg,Sprawling entertainment venue with a high-tech driving range & swanky lounge with drinks & games.,https://topgolf.com/us/hillsboro/plan-a-visit/,https://topgolf.com/us/hillsboro/plan-a-visit/,,https://topgolf.com/us/hillsboro/plan-a-visit/,"https://www.google.com/maps/place/Topgolf+Hillsboro/@45.559781699999995,-122.9240849,14z/data=!4m8!1m2!2m1!1sTopgolf+Hillsboro!3m4!1s0x549505a446c78eb5:0x4d96c5522f1c438d!8m2!3d45.559781699999995!4d-122.9240849","https://www.google.com/maps/place/Topgolf+Hillsboro/@45.559781699999995,-122.9240849,13.99z/data=!4m16!1m7!3m6!1s0x549505a446c78eb5:0x4d96c5522f1c438d!2sTopgolf+Hillsboro!8m2!3d45.559781699999995!4d-122.9240849!16s%2Fg%2F11ckvg1dmb!3m7!1s0x549505a446c78eb5:0x4d96c5522f1c438d!8m2!3d45.559781699999995!4d-122.9240849!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJtY7HRqQFlVQRjUMcL1LFlk0,0x549505a446c78eb5:0x4d96c5522f1c438d,5590872944195421069,5590872944195421069
The Player's Lounge,The Players Lounge,http://www.shortgrassfoundation.org/playerslounge,"Indoor golf course, Adventure sports center, Golf club, Golf course, Golf driving range, Golf instructor, Golf shop, Sports complex",Indoor golf course,Indoor golf course,+1 541-764-9149,"7755 North Highway 101 Attn: Golf Pro Shop, Gleneden Beach, OR 97388",OR,44.8877622,-124.0273252,5,1,"https://search.google.com/local/reviews?placeid=ChIJm33vmEqJ6lQR_47a6JJxowM&q=simulator+golf,+97388,+Gleneden+Beach,+OR,+US&authuser=0&hl=en&gl=US",,,0,0,0,0,1,2,https://lh5.googleusercontent.com/p/AF1QipMX-dxvLbzK4mg5HRamQwfqMrlXg-pyHVY8UUjl=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KKLlH5GLqQCXbackrslDVg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=359.9849&pitch=0&thumbfov=100,,"{""Sunday"": ""8AM-5PM"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM""}",Sunday:8AM-5PM|Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:8AM-5PM,,,,https://lh5.googleusercontent.com/-mppKgqJ4llI/AAAAAAAAAAI/AAAAAAAAAAA/JKGs07LNqfU/s44-p-k-no-ns-nd/photo.jpg,Indoor Golf Performance Center,,,,,"https://www.google.com/maps/place/The+Player%27s+Lounge/@44.8877622,-124.02732519999999,14z/data=!4m8!1m2!2m1!1sThe+Player%27s+Lounge!3m4!1s0x54ea894a98ef7d9b:0x3a37192e8da8eff!8m2!3d44.8877622!4d-124.02732519999999","https://www.google.com/maps/place/The+Player%27s+Lounge/@44.8877622,-124.02732519999999,13.99z/data=!4m16!1m7!3m6!1s0x54ea894a98ef7d9b:0x3a37192e8da8eff!2sThe+Player%27s+Lounge!8m2!3d44.8877622!4d-124.02732519999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x54ea894a98ef7d9b:0x3a37192e8da8eff!8m2!3d44.8877622!4d-124.02732519999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJm33vmEqJ6lQR_47a6JJxowM,0x54ea894a98ef7d9b:0x3a37192e8da8eff,262178079103422207,262178079103422207
The Bandon Golf Simulator,The Bandon Golf Simulator,https://thebandongolfsimulator.com/,Indoor golf course,Indoor golf course,Indoor golf course,+1 541-329-9753,"1155 Baltimore Ave SE, Bandon, OR 97411",Oregon,43.1128564,-124.4127429,5,2,"https://search.google.com/local/reviews?placeid=ChIJ42sjqtebxFQRyz0tDEzNoHQ&q=indoor+golf+course,+97414,+Broadbent,+OR,+US&authuser=0&hl=en&gl=US",,,0,0,0,0,2,7,https://lh5.googleusercontent.com/p/AF1QipMaBJ__dcnGsAUWDy-JkRJJy5x-JIWJGJcRcYeU=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMaBJ__dcnGsAUWDy-JkRJJy5x-JIWJGJcRcYeU=w1600-h1000-k-no,,"{""Sunday"": ""9AM-9PM"", ""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM""}",Sunday:9AM-9PM|Monday:9AM-9PM|Tuesday:9AM-9PM|Wednesday:9AM-9PM|Thursday:9AM-9PM|Friday:9AM-9PM|Saturday:9AM-9PM,,,,https://lh3.googleusercontent.com/-Mf3t5f16rYc/AAAAAAAAAAI/AAAAAAAAAAA/xO3CVj02k0Y/s44-p-k-no-ns-nd/photo.jpg,,,,,,"https://www.google.com/maps/place/The+Bandon+Golf+Simulator/@43.1128564,-124.4127429,14z/data=!4m8!1m2!2m1!1sThe+Bandon+Golf+Simulator!3m4!1s0x54c49bd7aa236be3:0x74a0cd4c0c2d3dcb!8m2!3d43.1128564!4d-124.4127429","https://www.google.com/maps/place/The+Bandon+Golf+Simulator/@43.1128564,-124.4127429,13.99z/data=!4m16!1m7!3m6!1s0x54c49bd7aa236be3:0x74a0cd4c0c2d3dcb!2sThe+Bandon+Golf+Simulator!8m2!3d43.1128564!4d-124.4127429!16s%2Fg%2F11ckvg1dmb!3m7!1s0x54c49bd7aa236be3:0x74a0cd4c0c2d3dcb!8m2!3d43.1128564!4d-124.4127429!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ42sjqtebxFQRyz0tDEzNoHQ,0x54c49bd7aa236be3:0x74a0cd4c0c2d3dcb,8403942631178845643,8403942631178845643
